part_number,functional_id,product_line,forecast_month,months_of_history,months_since_sub,in_transition_window,forecast,actual,abs_error,pct_error,fit_status,alpha,model_type
AL01-8489-XC,FID-AL-01,PL-Alpha,2024-10-01,33,6,True,59.0,57,2.0,3.508771929824561,fitted,0.4812,BOM-aware SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-10-01,33,3,True,207.0,230,23.0,10.0,fitted,0.0541,BOM-aware SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-11-01,33,4,True,207.0,216,9.0,4.166666666666666,fitted,0.0541,BOM-aware SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-12-01,33,5,True,207.0,220,13.0,5.909090909090909,fitted,0.0541,BOM-aware SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-10-01,33,2,True,67.0,75,8.0,10.666666666666668,fitted,0.3193,BOM-aware SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-11-01,33,3,True,67.0,73,6.0,8.21917808219178,fitted,0.3193,BOM-aware SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-12-01,33,4,True,67.0,76,9.0,11.842105263157894,fitted,0.3193,BOM-aware SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-10-01,33,2,True,46.0,42,4.0,9.523809523809524,fitted,0.4124,BOM-aware SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-11-01,33,3,True,46.0,49,3.0,6.122448979591836,fitted,0.4124,BOM-aware SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-12-01,33,4,True,46.0,47,1.0,2.127659574468085,fitted,0.4124,BOM-aware SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-10-01,33,3,True,143.0,164,21.0,12.804878048780488,fitted,0.5485,BOM-aware SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-11-01,33,4,True,143.0,128,15.0,11.71875,fitted,0.5485,BOM-aware SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-12-01,33,5,True,143.0,148,5.0,3.3783783783783785,fitted,0.5485,BOM-aware SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-10-01,33,4,True,191.0,225,34.0,15.11111111111111,fitted,0.261,BOM-aware SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-11-01,33,5,True,191.0,222,31.0,13.963963963963963,fitted,0.261,BOM-aware SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-12-01,33,6,True,191.0,200,9.0,4.5,fitted,0.261,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-10-01,33,3,True,138.0,125,13.0,10.4,fitted,0.05,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-11-01,33,4,True,138.0,147,9.0,6.122448979591836,fitted,0.05,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-12-01,33,5,True,138.0,117,21.0,17.94871794871795,fitted,0.05,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-10-01,33,3,True,51.0,54,3.0,5.555555555555555,fitted,0.133,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-11-01,33,4,True,51.0,54,3.0,5.555555555555555,fitted,0.133,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-12-01,33,5,True,51.0,56,5.0,8.928571428571429,fitted,0.133,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-10-01,33,2,True,165.0,146,19.0,13.013698630136986,fitted,0.1051,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-11-01,33,3,True,165.0,161,4.0,2.484472049689441,fitted,0.1051,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-12-01,33,4,True,165.0,151,14.0,9.271523178807946,fitted,0.1051,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-10-01,33,2,True,44.0,43,1.0,2.3255813953488373,fitted,0.7051,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-11-01,33,3,True,44.0,42,2.0,4.761904761904762,fitted,0.7051,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-12-01,33,4,True,44.0,45,1.0,2.2222222222222223,fitted,0.7051,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-10-01,33,2,True,67.0,90,23.0,25.555555555555554,fitted,0.2196,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-11-01,33,3,True,67.0,69,2.0,2.898550724637681,fitted,0.2196,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-12-01,33,4,True,67.0,81,14.0,17.28395061728395,fitted,0.2196,BOM-aware SES
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-10-01,33,6,True,150.0,175,25.0,14.285714285714285,fitted,0.2533,BOM-aware SES
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-10-01,33,5,True,184.0,172,12.0,6.976744186046512,fitted,0.4806,BOM-aware SES
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-11-01,33,6,True,184.0,206,22.0,10.679611650485436,fitted,0.4806,BOM-aware SES
